,sentiment,review,review_tokens,review_tokens_fdist,review_tokens_WSW,review_normalized,review_tokens_stemmed
147,positive,menginspirasi untuk berjuang menjunjung nilai kebenaran bukan dominasi penguasa dan kekakuan budaya,"['menginspirasi', 'untuk', 'berjuang', 'menjunjung', 'nilai', 'kebenaran', 'bukan', 'dominasi', 'penguasa', 'dan', 'kekakuan', 'budaya']",<FreqDist with 12 samples and 12 outcomes>,"['menginspirasi', 'berjuang', 'menjunjung', 'nilai', 'kebenaran', 'dominasi', 'penguasa', 'kekakuan', 'budaya']","['menginspirasi', 'berjuang', 'menjunjung', 'nilai', 'kebenaran', 'dominasi', 'penguasa', 'kekakuan', 'budaya']","['inspirasi', 'juang', 'junjung', 'nilai', 'benar', 'dominasi', 'kuasa', 'kaku', 'budaya']"
148,positive,kalaupun mau bikin film horror film danur bisa jadi rujukan ringan tapi menakutkan,"['kalaupun', 'mau', 'bikin', 'film', 'horror', 'film', 'danur', 'bisa', 'jadi', 'rujukan', 'ringan', 'tapi', 'menakutkan']",<FreqDist with 12 samples and 13 outcomes>,"['film', 'horror', 'film', 'danur', 'rujukan', 'ringan', 'menakutkan']","['film', 'horror', 'film', 'danur', 'rujukan', 'ringan', 'menakutkan']","['film', 'horror', 'film', 'danur', 'rujuk', 'ringan', 'takut']"
149,positive,banyak moral yg bisa dipetik dari film wonder woman salah satunya adalah menjaga auratmu dr cowok hidung belang,"['banyak', 'moral', 'yg', 'bisa', 'dipetik', 'dari', 'film', 'wonder', 'woman', 'salah', 'satunya', 'adalah', 'menjaga', 'auratmu', 'dr', 'cowok', 'hidung', 'belang']",<FreqDist with 18 samples and 18 outcomes>,"['moral', 'dipetik', 'film', 'wonder', 'woman', 'salah', 'satunya', 'menjaga', 'auratmu', 'cowok', 'hidung', 'belang']","['moral', 'dipetik', 'film', 'wonder', 'woman', 'salah', 'satunya', 'menjaga', 'auratmu', 'cowok', 'hidung', 'belang']","['moral', 'petik', 'film', 'wonder', 'woman', 'salah', 'satu', 'jaga', 'aurat', 'cowok', 'hidung', 'belang']"
150,positive,berikut film horor indonesia berpendapatan tinggi dalam tahun terakhir dapatkan tiket di,"['berikut', 'film', 'horor', 'indonesia', 'berpendapatan', 'tinggi', 'dalam', 'tahun', 'terakhir', 'dapatkan', 'tiket', 'di']",<FreqDist with 12 samples and 12 outcomes>,"['film', 'horor', 'indonesia', 'berpendapatan', 'dapatkan', 'tiket']","['film', 'horor', 'indonesia', 'berpendapatan', 'dapatkan', 'tiket']","['film', 'horor', 'indonesia', 'dapat', 'dapat', 'tiket']"
151,positive,trust me itu tipe film paling nyaman dinikmati saat kita gak tau sama sekali filmnya mau kemana kalau sudah baca sanasini ya beda,"['trust', 'me', 'itu', 'tipe', 'film', 'paling', 'nyaman', 'dinikmati', 'saat', 'kita', 'gak', 'tau', 'sama', 'sekali', 'filmnya', 'mau', 'kemana', 'kalau', 'sudah', 'baca', 'sanasini', 'ya', 'beda']",<FreqDist with 23 samples and 23 outcomes>,"['trust', 'tipe', 'film', 'nyaman', 'dinikmati', 'filmnya', 'kemana', 'baca', 'sanasini', 'beda']","['trust', 'tipe', 'film', 'nyaman', 'dinikmati', 'filmnya', 'kemana', 'baca', 'sanasini', 'beda']","['trust', 'tipe', 'film', 'nyaman', 'nikmat', 'film', 'mana', 'baca', 'sanasini', 'beda']"
152,positive,nonton film berbudget minim tp hasilnya sungguh tk diduga bgtu jenius smp mkir brulang apa yg sbnrnya trjadi,"['nonton', 'film', 'berbudget', 'minim', 'tp', 'hasilnya', 'sungguh', 'tk', 'diduga', 'bgtu', 'jenius', 'smp', 'mkir', 'brulang', 'apa', 'yg', 'sbnrnya', 'trjadi']",<FreqDist with 18 samples and 18 outcomes>,"['nonton', 'film', 'berbudget', 'minim', 'hasilnya', 'sungguh', 'tk', 'diduga', 'bgtu', 'jenius', 'smp', 'mkir', 'brulang', 'sbnrnya', 'trjadi']","['nonton', 'film', 'berbudget', 'minim', 'hasilnya', 'sungguh', 'tk', 'diduga', 'bgtu', 'jenius', 'smp', 'mkir', 'brulang', 'sbnrnya', 'trjadi']","['nonton', 'film', 'berbudget', 'minim', 'hasil', 'sungguh', 'tk', 'duga', 'bgtu', 'jenius', 'smp', 'mkir', 'brulang', 'sbnrnya', 'trjadi']"
153,positive,ini salah satu film yg simple tapi hasilnya luarbiasa ga aneh film dapet critical acclaim,"['ini', 'salah', 'satu', 'film', 'yg', 'simple', 'tapi', 'hasilnya', 'luarbiasa', 'ga', 'aneh', 'film', 'dapet', 'critical', 'acclaim']",<FreqDist with 14 samples and 15 outcomes>,"['salah', 'film', 'simple', 'hasilnya', 'luarbiasa', 'aneh', 'film', 'dapet', 'critical', 'acclaim']","['salah', 'film', 'simple', 'hasilnya', 'luarbiasa', 'aneh', 'film', 'dapet', 'critical', 'acclaim']","['salah', 'film', 'simple', 'hasil', 'luarbiasa', 'aneh', 'film', 'dapet', 'critical', 'acclaim']"
154,positive,dan sy bahagia krn film sebagus ditonton oleh mrk kalaupun mrk ditugasi gurunya gurunya itu bagus,"['dan', 'sy', 'bahagia', 'krn', 'film', 'sebagus', 'ditonton', 'oleh', 'mrk', 'kalaupun', 'mrk', 'ditugasi', 'gurunya', 'gurunya', 'itu', 'bagus']",<FreqDist with 14 samples and 16 outcomes>,"['bahagia', 'film', 'sebagus', 'ditonton', 'ditugasi', 'gurunya', 'gurunya', 'bagus']","['bahagia', 'film', 'sebagus', 'ditonton', 'ditugasi', 'gurunya', 'gurunya', 'bagus']","['bahagia', 'film', 'bagus', 'tonton', 'tugas', 'guru', 'guru', 'bagus']"
155,positive,pokoknya kalian harus nonton film kartini asli keren nonton di bioskop ya bikinnya susah loh,"['pokoknya', 'kalian', 'harus', 'nonton', 'film', 'kartini', 'asli', 'keren', 'nonton', 'di', 'bioskop', 'ya', 'bikinnya', 'susah', 'loh']",<FreqDist with 14 samples and 15 outcomes>,"['pokoknya', 'nonton', 'film', 'kartini', 'asli', 'keren', 'nonton', 'bioskop', 'bikinnya', 'susah']","['pokoknya', 'nonton', 'film', 'kartini', 'asli', 'keren', 'nonton', 'bioskop', 'bikinnya', 'susah']","['pokok', 'nonton', 'film', 'kartini', 'asli', 'keren', 'nonton', 'bioskop', 'bikin', 'susah']"
156,positive,film kartini bagus banget sebelah saya sampe nangis artinya film ini mampu memberikan keresahan pada penontonnya,"['film', 'kartini', 'bagus', 'banget', 'sebelah', 'saya', 'sampe', 'nangis', 'artinya', 'film', 'ini', 'mampu', 'memberikan', 'keresahan', 'pada', 'penontonnya']",<FreqDist with 15 samples and 16 outcomes>,"['film', 'kartini', 'bagus', 'banget', 'sebelah', 'sampe', 'nangis', 'film', 'keresahan', 'penontonnya']","['film', 'kartini', 'bagus', 'banget', 'sebelah', 'sampe', 'nangis', 'film', 'keresahan', 'penontonnya']","['film', 'kartini', 'bagus', 'banget', 'belah', 'sampe', 'nang', 'film', 'resah', 'tonton']"
157,positive,ini film keren banyak falsafah hidup salut,"['ini', 'film', 'keren', 'banyak', 'falsafah', 'hidup', 'salut']",<FreqDist with 7 samples and 7 outcomes>,"['film', 'keren', 'falsafah', 'hidup', 'salut']","['film', 'keren', 'falsafah', 'hidup', 'salut']","['film', 'keren', 'falsafah', 'hidup', 'salut']"
158,positive,malesan diajak liat the guys karena masih ngerasa duit terbang percuma pasca nonton hangout eh ini beda ternyata tjoy film ini keren,"['malesan', 'diajak', 'liat', 'the', 'guys', 'karena', 'masih', 'ngerasa', 'duit', 'terbang', 'percuma', 'pasca', 'nonton', 'hangout', 'eh', 'ini', 'beda', 'ternyata', 'tjoy', 'film', 'ini', 'keren']",<FreqDist with 21 samples and 22 outcomes>,"['malesan', 'diajak', 'liat', 'ngerasa', 'duit', 'terbang', 'pasca', 'nonton', 'hangout', 'beda', 'tjoy', 'film', 'keren']","['malesan', 'diajak', 'liat', 'ngerasa', 'duit', 'terbang', 'pasca', 'nonton', 'hangout', 'beda', 'tjoy', 'film', 'keren']","['malesan', 'ajak', 'liat', 'ngerasa', 'duit', 'terbang', 'pasca', 'nonton', 'hangout', 'beda', 'tjoy', 'film', 'keren']"
159,positive,permintaan terbuka untuk warganet indonesia jikalau ada waktu kesempatan tontonlah film ziarah salah satu yg terbaik yg pernah ada,"['permintaan', 'terbuka', 'untuk', 'warganet', 'indonesia', 'jikalau', 'ada', 'waktu', 'kesempatan', 'tontonlah', 'film', 'ziarah', 'salah', 'satu', 'yg', 'terbaik', 'yg', 'pernah', 'ada']",<FreqDist with 17 samples and 19 outcomes>,"['permintaan', 'terbuka', 'warganet', 'indonesia', 'kesempatan', 'tontonlah', 'film', 'ziarah', 'salah', 'terbaik']","['permintaan', 'terbuka', 'warganet', 'indonesia', 'kesempatan', 'tontonlah', 'film', 'ziarah', 'salah', 'terbaik']","['minta', 'buka', 'warganet', 'indonesia', 'sempat', 'tonton', 'film', 'ziarah', 'salah', 'baik']"
160,positive,sampai hari ini aku masih terngiang film critical eleven ya tuhan betapa aku banyak belajar dr menonton itu hemmmm,"['sampai', 'hari', 'ini', 'aku', 'masih', 'terngiang', 'film', 'critical', 'eleven', 'ya', 'tuhan', 'betapa', 'aku', 'banyak', 'belajar', 'dr', 'menonton', 'itu', 'hemmmm']",<FreqDist with 18 samples and 19 outcomes>,"['terngiang', 'film', 'critical', 'eleven', 'tuhan', 'betapa', 'belajar', 'menonton', 'hemmmm']","['terngiang', 'film', 'critical', 'eleven', 'tuhan', 'betapa', 'belajar', 'menonton', 'hemmmm']","['ngiang', 'film', 'critical', 'eleven', 'tuhan', 'betapa', 'ajar', 'tonton', 'hemmmm']"
161,positive,habis liat film kartini yg luar biasapemikiran dan gerakan kartini hrs di lanjutkan,"['habis', 'liat', 'film', 'kartini', 'yg', 'luar', 'biasapemikiran', 'dan', 'gerakan', 'kartini', 'hrs', 'di', 'lanjutkan']",<FreqDist with 12 samples and 13 outcomes>,"['habis', 'liat', 'film', 'kartini', 'biasapemikiran', 'gerakan', 'kartini', 'hrs', 'lanjutkan']","['habis', 'liat', 'film', 'kartini', 'biasapemikiran', 'gerakan', 'kartini', 'hrs', 'lanjutkan']","['habis', 'liat', 'film', 'kartini', 'biasapemikiran', 'gera', 'kartini', 'hrs', 'lanjut']"
162,positive,sangat layak utk diapresiasi tinggi tak ada gading yg tak retak tp cuma retak samar film ini bagus,"['sangat', 'layak', 'utk', 'diapresiasi', 'tinggi', 'tak', 'ada', 'gading', 'yg', 'tak', 'retak', 'tp', 'cuma', 'retak', 'samar', 'film', 'ini', 'bagus']",<FreqDist with 16 samples and 18 outcomes>,"['layak', 'diapresiasi', 'gading', 'retak', 'retak', 'samar', 'film', 'bagus']","['layak', 'diapresiasi', 'gading', 'retak', 'retak', 'samar', 'film', 'bagus']","['layak', 'apresiasi', 'gading', 'retak', 'retak', 'samar', 'film', 'bagus']"
163,positive,di film danur justru yang membuat saya terkesan sosok asih expresi yang datar tanpa kata membuat penasaran,"['di', 'film', 'danur', 'justru', 'yang', 'membuat', 'saya', 'terkesan', 'sosok', 'asih', 'expresi', 'yang', 'datar', 'tanpa', 'kata', 'membuat', 'penasaran']",<FreqDist with 15 samples and 17 outcomes>,"['film', 'danur', 'terkesan', 'sosok', 'asih', 'expresi', 'datar', 'penasaran']","['film', 'danur', 'terkesan', 'sosok', 'asih', 'expresi', 'datar', 'penasaran']","['film', 'danur', 'kes', 'sosok', 'asih', 'expresi', 'datar', 'penasaran']"
164,positive,danur seru bangat flm nya yg blm nonton harap nonton,"['danur', 'seru', 'bangat', 'flm', 'nya', 'yg', 'blm', 'nonton', 'harap', 'nonton']",<FreqDist with 9 samples and 10 outcomes>,"['danur', 'seru', 'bangat', 'flm', 'nonton', 'harap', 'nonton']","['danur', 'seru', 'bangat', 'flm', 'nonton', 'harap', 'nonton']","['danur', 'seru', 'bangat', 'flm', 'nonton', 'harap', 'nonton']"
165,positive,filmfilm tersebut juga cocok lho ditonton bareng anak anda yuk mulai nonton lagi film berkualitas dari indonesia,"['filmfilm', 'tersebut', 'juga', 'cocok', 'lho', 'ditonton', 'bareng', 'anak', 'anda', 'yuk', 'mulai', 'nonton', 'lagi', 'film', 'berkualitas', 'dari', 'indonesia']",<FreqDist with 17 samples and 17 outcomes>,"['filmfilm', 'cocok', 'ditonton', 'bareng', 'anak', 'nonton', 'film', 'berkualitas', 'indonesia']","['filmfilm', 'cocok', 'ditonton', 'bareng', 'anak', 'nonton', 'film', 'berkualitas', 'indonesia']","['filmfilm', 'cocok', 'tonton', 'bareng', 'anak', 'nonton', 'film', 'kualitas', 'indonesia']"
166,positive,gue udah nonton bang sumpah pecah banget nih film karena berhasil bikin mewek nontonnya,"['gue', 'udah', 'nonton', 'bang', 'sumpah', 'pecah', 'banget', 'nih', 'film', 'karena', 'berhasil', 'bikin', 'mewek', 'nontonnya']",<FreqDist with 14 samples and 14 outcomes>,"['gue', 'nonton', 'bang', 'sumpah', 'pecah', 'banget', 'film', 'berhasil', 'mewek', 'nontonnya']","['gue', 'nonton', 'bang', 'sumpah', 'pecah', 'banget', 'film', 'berhasil', 'mewek', 'nontonnya']","['gue', 'nonton', 'bang', 'sumpah', 'pecah', 'banget', 'film', 'hasil', 'mewek', 'nontonnya']"
167,positive,nih film komedi lucu bangt bahasa jawa,"['nih', 'film', 'komedi', 'lucu', 'bangt', 'bahasa', 'jawa']",<FreqDist with 7 samples and 7 outcomes>,"['film', 'komedi', 'lucu', 'bangt', 'bahasa', 'jawa']","['film', 'komedi', 'lucu', 'bangt', 'bahasa', 'jawa']","['film', 'komedi', 'lucu', 'bangt', 'bahasa', 'jawa']"
168,positive,awalnya sih sempet khawatir setiap liat film adaptasi dr novel takut gak sesuai ekspektasi tp malah bikin speechless,"['awalnya', 'sih', 'sempet', 'khawatir', 'setiap', 'liat', 'film', 'adaptasi', 'dr', 'novel', 'takut', 'gak', 'sesuai', 'ekspektasi', 'tp', 'malah', 'bikin', 'speechless']",<FreqDist with 18 samples and 18 outcomes>,"['sempet', 'khawatir', 'liat', 'film', 'adaptasi', 'novel', 'takut', 'sesuai', 'ekspektasi', 'speechless']","['sempet', 'khawatir', 'liat', 'film', 'adaptasi', 'novel', 'takut', 'sesuai', 'ekspektasi', 'speechless']","['sempet', 'khawatir', 'liat', 'film', 'adaptasi', 'novel', 'takut', 'sesuai', 'ekspektasi', 'speechless']"
169,positive,salah satu film yg gak pernah bikin bosen ditonton berapa kali pun the intern what  lovely movie,"['salah', 'satu', 'film', 'yg', 'gak', 'pernah', 'bikin', 'bosen', 'ditonton', 'berapa', 'kali', 'pun', 'the', 'intern', 'what', 'lovely', 'movie']",<FreqDist with 17 samples and 17 outcomes>,"['salah', 'film', 'bosen', 'ditonton', 'intern', 'lovely', 'movie']","['salah', 'film', 'bosen', 'ditonton', 'intern', 'lovely', 'movie']","['salah', 'film', 'bosen', 'tonton', 'intern', 'lovely', 'movie']"
170,positive,gk nysel aku bg uda ntn vlog mu yang the guys dri awal smpe akhir dan akhrnya terbayarkan sama film mu bang kern kli seriusan,"['gk', 'nysel', 'aku', 'bg', 'uda', 'ntn', 'vlog', 'mu', 'yang', 'the', 'guys', 'dri', 'awal', 'smpe', 'akhir', 'dan', 'akhrnya', 'terbayarkan', 'sama', 'film', 'mu', 'bang', 'kern', 'kli', 'seriusan']",<FreqDist with 24 samples and 25 outcomes>,"['nysel', 'uda', 'ntn', 'vlog', 'mu', 'dri', 'smpe', 'akhrnya', 'terbayarkan', 'film', 'mu', 'bang', 'kern', 'kli', 'seriusan']","['nysel', 'uda', 'ntn', 'vlog', 'mu', 'dri', 'smpe', 'akhrnya', 'terbayarkan', 'film', 'mu', 'bang', 'kern', 'kli', 'seriusan']","['nysel', 'uda', 'ntn', 'vlog', 'mu', 'dri', 'smpe', 'akhrnya', 'bayar', 'film', 'mu', 'bang', 'kern', 'kli', 'serius']"
171,positive,tadi abis nonton gokil sih premisnya keren lah itu film,"['tadi', 'abis', 'nonton', 'gokil', 'sih', 'premisnya', 'keren', 'lah', 'itu', 'film']",<FreqDist with 10 samples and 10 outcomes>,"['abis', 'nonton', 'gokil', 'premisnya', 'keren', 'film']","['abis', 'nonton', 'gokil', 'premisnya', 'keren', 'film']","['abis', 'nonton', 'gokil', 'premis', 'keren', 'film']"
172,positive,slamat koh ernes atas kemenangan film cek toko sebelahnya kita kuat karna kita beragam bukan seragam,"['slamat', 'koh', 'ernes', 'atas', 'kemenangan', 'film', 'cek', 'toko', 'sebelahnya', 'kita', 'kuat', 'karna', 'kita', 'beragam', 'bukan', 'seragam']",<FreqDist with 15 samples and 16 outcomes>,"['slamat', 'koh', 'ernes', 'kemenangan', 'film', 'cek', 'toko', 'sebelahnya', 'kuat', 'karna', 'beragam', 'seragam']","['slamat', 'koh', 'ernes', 'kemenangan', 'film', 'cek', 'toko', 'sebelahnya', 'kuat', 'karna', 'beragam', 'seragam']","['slamat', 'koh', 'ernes', 'menang', 'film', 'cek', 'toko', 'belah', 'kuat', 'karna', 'agam', 'seragam']"
173,positive,ini film keren banget bang kekeluargaannya cintanya persahabatannya komedinya dpt banget sumpah jadi makin cinta sama alfi,"['ini', 'film', 'keren', 'banget', 'bang', 'kekeluargaannya', 'cintanya', 'persahabatannya', 'komedinya', 'dpt', 'banget', 'sumpah', 'jadi', 'makin', 'cinta', 'sama', 'alfi']",<FreqDist with 16 samples and 17 outcomes>,"['film', 'keren', 'banget', 'bang', 'kekeluargaannya', 'cintanya', 'persahabatannya', 'komedinya', 'banget', 'sumpah', 'cinta', 'alfi']","['film', 'keren', 'banget', 'bang', 'kekeluargaannya', 'cintanya', 'persahabatannya', 'komedinya', 'banget', 'sumpah', 'cinta', 'alfi']","['film', 'keren', 'banget', 'bang', 'keluarga', 'cinta', 'sahabat', 'komedi', 'banget', 'sumpah', 'cinta', 'alf']"
174,positive,dan tiap scene rezaadinia ini selalu gold moment ini berdua emg dah ditakdirkan jadi pasangan plg cocok di film saat ini,"['dan', 'tiap', 'scene', 'rezaadinia', 'ini', 'selalu', 'gold', 'moment', 'ini', 'berdua', 'emg', 'dah', 'ditakdirkan', 'jadi', 'pasangan', 'plg', 'cocok', 'di', 'film', 'saat', 'ini']",<FreqDist with 19 samples and 21 outcomes>,"['scene', 'rezaadinia', 'gold', 'moment', 'berdua', 'emg', 'ditakdirkan', 'pasangan', 'plg', 'cocok', 'film']","['scene', 'rezaadinia', 'gold', 'moment', 'berdua', 'emg', 'ditakdirkan', 'pasangan', 'plg', 'cocok', 'film']","['scene', 'rezaadinia', 'gold', 'moment', 'dua', 'emg', 'takdir', 'pasang', 'plg', 'cocok', 'film']"
175,positive,film yang keren pemainnya menggembirakan meski banyak penonton menangis,"['film', 'yang', 'keren', 'pemainnya', 'menggembirakan', 'meski', 'banyak', 'penonton', 'menangis']",<FreqDist with 9 samples and 9 outcomes>,"['film', 'keren', 'pemainnya', 'menggembirakan', 'penonton', 'menangis']","['film', 'keren', 'pemainnya', 'menggembirakan', 'penonton', 'menangis']","['film', 'keren', 'main', 'gembira', 'tonton', 'menang']"
176,positive,rt jarang nonton movie indonesia tapi yang judulnya syahadat cinta bagus pemirsa recommended jalan ceritanya seru hoo,"['rt', 'jarang', 'nonton', 'movie', 'indonesia', 'tapi', 'yang', 'judulnya', 'syahadat', 'cinta', 'bagus', 'pemirsa', 'recommended', 'jalan', 'ceritanya', 'seru', 'hoo']",<FreqDist with 17 samples and 17 outcomes>,"['jarang', 'nonton', 'movie', 'indonesia', 'judulnya', 'syahadat', 'cinta', 'bagus', 'pemirsa', 'recommended', 'jalan', 'ceritanya', 'seru', 'hoo']","['jarang', 'nonton', 'movie', 'indonesia', 'judulnya', 'syahadat', 'cinta', 'bagus', 'pemirsa', 'recommended', 'jalan', 'ceritanya', 'seru', 'hoo']","['jarang', 'nonton', 'movie', 'indonesia', 'judul', 'syahadat', 'cinta', 'bagus', 'pirsa', 'recommended', 'jalan', 'cerita', 'seru', 'hoo']"
177,positive,astagah film favorit keluar lagi lanjutannya,"['astagah', 'film', 'favorit', 'keluar', 'lagi', 'lanjutannya']",<FreqDist with 6 samples and 6 outcomes>,"['astagah', 'film', 'favorit', 'lanjutannya']","['astagah', 'film', 'favorit', 'lanjutannya']","['astagah', 'film', 'favorit', 'lanjut']"
178,positive,masih belun moveon dari dan ini bikin saya belajar satu hal buku yg diadaptasi ke film gak bisa kita samakan kualitasnya,"['masih', 'belun', 'moveon', 'dari', 'dan', 'ini', 'bikin', 'saya', 'belajar', 'satu', 'hal', 'buku', 'yg', 'diadaptasi', 'ke', 'film', 'gak', 'bisa', 'kita', 'samakan', 'kualitasnya']",<FreqDist with 21 samples and 21 outcomes>,"['belun', 'moveon', 'belajar', 'buku', 'diadaptasi', 'film', 'samakan', 'kualitasnya']","['belun', 'moveon', 'belajar', 'buku', 'diadaptasi', 'film', 'samakan', 'kualitasnya']","['bun', 'moveon', 'ajar', 'buku', 'adaptasi', 'film', 'sama', 'kualitas']"
179,positive,sudah nonton critical eleven menyenangkan kok masuk kategori film indonesia yang wajib tonton lah,"['sudah', 'nonton', 'critical', 'eleven', 'menyenangkan', 'kok', 'masuk', 'kategori', 'film', 'indonesia', 'yang', 'wajib', 'tonton', 'lah']",<FreqDist with 14 samples and 14 outcomes>,"['nonton', 'critical', 'eleven', 'menyenangkan', 'kategori', 'film', 'indonesia', 'wajib', 'tonton']","['nonton', 'critical', 'eleven', 'menyenangkan', 'kategori', 'film', 'indonesia', 'wajib', 'tonton']","['nonton', 'critical', 'eleven', 'senang', 'kategori', 'film', 'indonesia', 'wajib', 'tonton']"
180,positive,nah ini coba nonton filmnya deh asik parah,"['nah', 'ini', 'coba', 'nonton', 'filmnya', 'deh', 'asik', 'parah']",<FreqDist with 8 samples and 8 outcomes>,"['coba', 'nonton', 'filmnya', 'parah']","['coba', 'nonton', 'filmnya', 'parah']","['coba', 'nonton', 'film', 'parah']"
181,positive,film keren,"['film', 'keren']",<FreqDist with 2 samples and 2 outcomes>,"['film', 'keren']","['film', 'keren']","['film', 'keren']"
182,positive,lebih suka film yang bentar tapi menarik,"['lebih', 'suka', 'film', 'yang', 'bentar', 'tapi', 'menarik']",<FreqDist with 7 samples and 7 outcomes>,"['suka', 'film', 'bentar', 'menarik']","['suka', 'film', 'bentar', 'menarik']","['suka', 'film', 'bentar', 'tarik']"
183,positive,ga sabar nunggu bluray nya pasti banyak special feature yang keren lebih lucu kalo ada bloopernya,"['ga', 'sabar', 'nunggu', 'bluray', 'nya', 'pasti', 'banyak', 'special', 'feature', 'yang', 'keren', 'lebih', 'lucu', 'kalo', 'ada', 'bloopernya']",<FreqDist with 16 samples and 16 outcomes>,"['sabar', 'nunggu', 'bluray', 'special', 'feature', 'keren', 'lucu', 'bloopernya']","['sabar', 'nunggu', 'bluray', 'special', 'feature', 'keren', 'lucu', 'bloopernya']","['sabar', 'nunggu', 'bluray', 'special', 'feature', 'keren', 'lucu', 'bloopernya']"
184,positive,film the guys wajib ditonton bagi kamu yang sayang orang tua sahabat yang baik creatif dan cinta kebebasan kereen bgt kak,"['film', 'the', 'guys', 'wajib', 'ditonton', 'bagi', 'kamu', 'yang', 'sayang', 'orang', 'tua', 'sahabat', 'yang', 'baik', 'creatif', 'dan', 'cinta', 'kebebasan', 'kereen', 'bgt', 'kak']",<FreqDist with 20 samples and 21 outcomes>,"['film', 'wajib', 'ditonton', 'sayang', 'tua', 'sahabat', 'creatif', 'cinta', 'kebebasan', 'kereen']","['film', 'wajib', 'ditonton', 'sayang', 'tua', 'sahabat', 'creatif', 'cinta', 'kebebasan', 'kereen']","['film', 'wajib', 'tonton', 'sayang', 'tua', 'sahabat', 'creatif', 'cinta', 'bebas', 'kereen']"
185,positive,film the guys nya keren abiss bang lucu dapet romance nya dapet dan sedih nya juga dapet,"['film', 'the', 'guys', 'nya', 'keren', 'abiss', 'bang', 'lucu', 'dapet', 'romance', 'nya', 'dapet', 'dan', 'sedih', 'nya', 'juga', 'dapet']",<FreqDist with 13 samples and 17 outcomes>,"['film', 'keren', 'abiss', 'bang', 'lucu', 'dapet', 'romance', 'dapet', 'sedih', 'dapet']","['film', 'keren', 'abiss', 'bang', 'lucu', 'dapet', 'romance', 'dapet', 'sedih', 'dapet']","['film', 'keren', 'abiss', 'bang', 'lucu', 'dapet', 'romance', 'dapet', 'sedih', 'dapet']"
186,positive,vlog dan nunggu hari setelah tanggal rilis baru nonton kece banget cerita yang tak tertebak sama sekali film the guys,"['vlog', 'dan', 'nunggu', 'hari', 'setelah', 'tanggal', 'rilis', 'baru', 'nonton', 'kece', 'banget', 'cerita', 'yang', 'tak', 'tertebak', 'sama', 'sekali', 'film', 'the', 'guys']",<FreqDist with 20 samples and 20 outcomes>,"['vlog', 'nunggu', 'tanggal', 'rilis', 'nonton', 'kece', 'banget', 'cerita', 'tertebak', 'film']","['vlog', 'nunggu', 'tanggal', 'rilis', 'nonton', 'kece', 'banget', 'cerita', 'tertebak', 'film']","['vlog', 'nunggu', 'tanggal', 'rilis', 'nonton', 'kece', 'banget', 'cerita', 'tebak', 'film']"
187,positive,kmrn nonton film the guys di situ bener ngerasain bgt bahwa sahabat lebih dari segalay knapa bang kalau bkn film sllu keren,"['kmrn', 'nonton', 'film', 'the', 'guys', 'di', 'situ', 'bener', 'ngerasain', 'bgt', 'bahwa', 'sahabat', 'lebih', 'dari', 'segalay', 'knapa', 'bang', 'kalau', 'bkn', 'film', 'sllu', 'keren']",<FreqDist with 21 samples and 22 outcomes>,"['kmrn', 'nonton', 'film', 'situ', 'bener', 'ngerasain', 'sahabat', 'segalay', 'knapa', 'bang', 'film', 'sllu', 'keren']","['kmrn', 'nonton', 'film', 'situ', 'bener', 'ngerasain', 'sahabat', 'segalay', 'knapa', 'bang', 'film', 'sllu', 'keren']","['kmrn', 'nonton', 'film', 'situ', 'bener', 'ngerasain', 'sahabat', 'segalay', 'knapa', 'bang', 'film', 'sllu', 'keren']"
188,positive,kartini pemamarannya sangat sederhana dan apa adanya yang justru membuat film ini sangat enak untuk dinikmati,"['kartini', 'pemamarannya', 'sangat', 'sederhana', 'dan', 'apa', 'adanya', 'yang', 'justru', 'membuat', 'film', 'ini', 'sangat', 'enak', 'untuk', 'dinikmati']",<FreqDist with 15 samples and 16 outcomes>,"['kartini', 'pemamarannya', 'sederhana', 'film', 'dinikmati']","['kartini', 'pemamarannya', 'sederhana', 'film', 'dinikmati']","['kartini', 'pemamarannya', 'sederhana', 'film', 'nikmat']"
189,positive,abis ntn film kartini bnr menginspirasi dan makin membuka pikiran,"['abis', 'ntn', 'film', 'kartini', 'bnr', 'menginspirasi', 'dan', 'makin', 'membuka', 'pikiran']",<FreqDist with 10 samples and 10 outcomes>,"['abis', 'ntn', 'film', 'kartini', 'bnr', 'menginspirasi', 'membuka', 'pikiran']","['abis', 'ntn', 'film', 'kartini', 'bnr', 'menginspirasi', 'membuka', 'pikiran']","['abis', 'ntn', 'film', 'kartini', 'bnr', 'inspirasi', 'buka', 'pikir']"
190,positive,baru nonton kartini salah satu film nasional yg sangat recommended untuk ditonton saya nangis campur aduk rasanya,"['baru', 'nonton', 'kartini', 'salah', 'satu', 'film', 'nasional', 'yg', 'sangat', 'recommended', 'untuk', 'ditonton', 'saya', 'nangis', 'campur', 'aduk', 'rasanya']",<FreqDist with 17 samples and 17 outcomes>,"['nonton', 'kartini', 'salah', 'film', 'nasional', 'recommended', 'ditonton', 'nangis', 'campur', 'aduk']","['nonton', 'kartini', 'salah', 'film', 'nasional', 'recommended', 'ditonton', 'nangis', 'campur', 'aduk']","['nonton', 'kartini', 'salah', 'film', 'nasional', 'recommended', 'tonton', 'nang', 'campur', 'aduk']"
